Answer ID,User ID,User name ,begin time ,end time ,Time to answer (seconds),release ID,IP,longitude,latitude,province,city,Equipment type,operating system type,browser type,Screen Resolution,age ,gender,Education level,Do you spend half an hour or more every day following content on the Douyin short video platform?,choose your city,This question checks whether the answer is serious,Please select your occupation type,"What is your favorite type of short video content? (Categories are not complete. You are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) - Anime or Secondary","What is your favorite type of short video content? (The categories are not complete. You are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) - Traditional History and Culture","What is your favorite type of short video content? (Categories are incomplete. You are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) -Knowledge Technology","What is your favorite type of short video content? (The categories are not complete. You are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) -Games","What is your favorite type of short video content? (The categories are not complete. You are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) -music","What is your favorite type of short video content? (Categories are not complete. You are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) - Film and Television Drama","What is your favorite type of short video content? (The categories are not complete. You are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) - Dancing","What is your favorite type of short video content? (The classification is not complete, you are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) - Funny category","What is your favorite type of short video content? (Categories are incomplete. You are encouraged to choose ""Others"" and fill in the category you really like. Thank you for your cooperation!)-Cute Pets","What is your favorite type of short video content? (Categories are incomplete. You are encouraged to choose ""Other"" and fill in the category you really like. Thank you for your cooperation!) -Other category (if you choose other, please fill in the category you are interested in)","The main reason that affects your choice of short video preferences? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the reason for your real choice. Thank you for your cooperation!) -Interesting","The main reason that affects your choice of short video preferences? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the reason for your real choice. Thank you for your cooperation!) -funny","The main reason that affects your choice of short video preferences? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the reason for your real choice. Thank you for your cooperation!) - Degree of novelty","The main reason that affects your choice of short video preferences? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the reason for your real choice. Thank you for your cooperation!) - The content is helpful to my work or life","The main reason that affects your choice of short video preferences? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the reason for your real choice. Thank you for your cooperation!) -The platform often sends me such videos, so I watch more","The main reason that affects your choice of short video preferences? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the reason for your real choice. Thank you for your cooperation!) -My friends watch this kind of video, so I like it too","The main reason that affects your choice of short video preferences? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the reason for your real choice. Thank you for your cooperation!) -Other (If you choose other, please fill in the reason you think)",Do you pay attention to the content of mainstream Chinese culture on Douyin? (The content of mainstream Chinese culture refers to the socialist culture with Chinese characteristics and Marxist culture advocated by the state),Are you disgusted with the content of Chinese mainstream culture on the Douyin platform?,"What do you think are the shortcomings of mainstream cultural content spreading on short video platforms? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the shortcomings you really think. Thank you for your cooperation!) - boring lack of interest","What do you think are the shortcomings of mainstream cultural content spreading on short video platforms? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the shortcomings you really think. Thank you for your cooperation!) - I am not interested in the content","What do you think are the shortcomings of mainstream cultural content spreading on short video platforms? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the shortcomings you really think. Thank you for your cooperation!) -Too orthodox, I can't stand it","What do you think are the shortcomings of mainstream cultural content spreading on short video platforms? (The classification is incomplete. You are encouraged to select ""Other"" and fill in the shortcomings you really think. Thank you for your cooperation!) -Mainstream cultural content is done by authoritative organization accounts, and few personal accounts do related content","What do you think are the shortcomings of mainstream cultural content spreading on short video platforms? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the shortcomings you really think. Thank you for your cooperation!) - Douyin platform has never pushed or rarely pushed to me","What do you think are the shortcomings of mainstream cultural content spreading on short video platforms? (The classification is incomplete. You are encouraged to choose ""Others"" and fill in the shortcomings you really think. Thank you for your cooperation!) -My friends around me don't pay attention to the lack of common topics, so I haven't paid much attention to it","What do you think are the shortcomings of mainstream cultural content spreading on short video platforms? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the shortcomings you really think. Thank you for your cooperation!) -Other (if you choose other, please fill in the reason you think)","What do you think are the shortcomings of mainstream cultural content spreading on short video platforms? (The classification is incomplete. You are encouraged to choose ""Other"" and fill in the shortcomings you really think. Thank you for your cooperation!) -Other (if you choose other, please fill in the reason you think) -Text",Please list three Douyin short video account names that you like,Please list 1-3 Douyin short video account names that you think are Chinese mainstream culture,Please list 1-3 names of Douyin short video accounts that you think are Chinese mainstream culture - please fill in - text
PAkzGQjIq0Qr,xzvDG3IX1Tza,cdm****DSku4,2021-08-31 20:54:31,2021-08-31 20:59:22,291,IVvqQz,183.212.15.125,119.2490260,33.7860390,Jiangsu,Huai'an,MOBILE,Android,weixin,360px*780px,2,2,4,1,Jiangsu，Nanjing,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,5,2,0,0,0,0,0,0,1,刷短视频的受众有限，年龄大的人多，他们更愿意接受一些快娱乐，很难静下心,张凯毅Kevin，讲历史的王老师，冯提莫,3,三眼井胡同
IQJHc4BLq0ky,tcmG7bEpFQfm,D**now,2021-08-31 20:29:15,2021-08-31 20:33:54,279,IVvqQz,39.171.9.40,122.3108990,29.9652740,Zhejiang,Zhoushan,MOBILE,Android,weixin,360px*803px,2,1,4,1,Zhejiang，Zhoushan,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,,Au 迅猛龙 阿杰,2,
hpHpcqGrq0j3,LIM4amE35NKy,芸*,2021-08-31 20:19:04,2021-08-31 20:26:34,450,IVvqQz,223.104.63.228,113.7550590,23.0506630,Guangdong,Dongguan,MOBILE,Android,Chrome,320px*640px,3,2,4,1,Guangdong，Dongguan,1,5,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,3,5,0,1,1,0,1,1,0,,奶龙，一禅小和尚，鼠星星,2,
iyl2Tqp5q0hx,BQTEiVeR1IKf,cdm****xTyLz,2021-08-31 20:20:03,2021-08-31 20:23:00,177,IVvqQz,110.229.35.165,115.7828250,38.7490710,Hebei,Baoding,MOBILE,Android,weixin,360px*780px,3,1,5,1,Hebei，Shijiazhuang,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2,5,0,0,1,0,1,0,0,,蛋黄优莉；藏地九哥；yy奇妙冒险,1,
0qb8My0nq0hs,Ec2PxpkU2RPh,sm***ng,2021-08-31 20:19:23,2021-08-31 20:21:52,149,IVvqQz,171.223.171.4,104.2787840,30.8923880,Sichuan,Chengdu,MOBILE,Android,Chrome,424px*932px,4,2,4,1,Sichuan，Chengdu,1,5,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,7,6,0,0,0,0,1,0,0,,李子柒  川香秋月  夫人不吃鱼,1,
XWYsUedrq0ht,m8iXMg5s3dtw,落*,2021-08-31 20:18:03,2021-08-31 20:21:21,198,IVvqQz,114.219.125.204,120.6067560,31.3106240,Jiangsu,Suzhou,MOBILE,Android,weixin,360px*780px,3,1,4,1,Jiangsu，Suzhou,1,5,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,5,2,0,0,0,1,1,0,0,,毒舌电影 铁山靠 千亿,2,
6qujxmLbq0h3,wcXH4Ic21UQi,cdm****ujgk9,2021-08-31 20:18:35,2021-08-31 20:20:15,100,IVvqQz,117.59.113.70,114.6771620,35.4303810,He'nan,Anyang,MOBILE,Android,weixin,360px*780px,2,1,4,1,He'nan，Anyang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,6,1,1,1,1,1,1,0,,柳岩 张一山 杨幂,1,
lKVAaMgeq0fz,RfnpataC1EeK,cdm****w5spx,2021-08-31 19:59:05,2021-08-31 20:13:28,863,IVvqQz,223.89.71.197,110.7554480,33.8801810,He'nan,Sanmenxia,MOBILE,Android,weixin,360px*803px,2,2,4,1,He'nan，Sanmenxia,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,5,6,1,0,0,1,1,0,1,内容太长，有点严肃,王一博，老邪说电影，马小马儿,3,常行普敬
mpdzdLTvq0dA,Yd6FObAt7Jei,***,2021-08-31 20:04:04,2021-08-31 20:10:43,399,IVvqQz,113.65.103.17,113.3294830,23.0774899,Guangdong,Guangzhou,MOBILE,iOS,weixin,375px*667px,4,2,4,1,Guangdong，Guangzhou,1,5,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,5,6,1,0,0,1,0,0,0,,千帆电影、福婴护理、生活有妙招,3,文化中国、中国文化、中国力量Power 
ev1FYpIAq0d7,BV33yOcj2vCg,cdm****jCCNg,2021-08-31 20:02:59,2021-08-31 20:09:01,362,IVvqQz,171.127.148.219,111.1619700,37.5110500,Shanxi,Lvliang,COMPUTER,Windows,Chrome,1366px*768px,4,2,5,1,Shanxi，Lvliang,1,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,6,7,0,1,1,1,0,0,0,,呜吖电影   张静初   番茄小朋友,2,
